,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,relatives,not_alone
592,0,3,male,47.0,0,0,A/5 3902,7.25,S,0,1
593,0,3,female,28.0,0,2,364848,7.75,Q,2,0
594,0,2,male,37.0,1,0,SC/AH 29037,26.0,S,1,0
595,0,3,male,36.0,1,1,345773,24.15,S,2,0
596,1,2,female,28.0,0,0,248727,33.0,S,0,1
597,0,3,male,49.0,0,0,LINE,0.0,S,0,1
598,0,3,male,28.0,0,0,2664,7.225,C,0,1
599,1,1,male,49.0,1,0,PC 17485,56.9292,C,1,0
600,1,2,female,24.0,2,1,243847,27.0,S,3,0
601,0,3,male,28.0,0,0,349214,7.8958,S,0,1
602,0,1,male,28.0,0,0,113796,42.4,S,0,1
603,0,3,male,44.0,0,0,364511,8.05,S,0,1
604,1,1,male,35.0,0,0,111426,26.55,C,0,1
605,0,3,male,36.0,1,0,349910,15.55,S,1,0
606,0,3,male,30.0,0,0,349246,7.8958,S,0,1
607,1,1,male,27.0,0,0,113804,30.5,S,0,1
608,1,2,female,22.0,1,2,SC/Paris 2123,41.5792,C,3,0
609,1,1,female,40.0,0,0,PC 17582,153.4625,S,0,1
610,0,3,female,39.0,1,5,347082,31.275,S,6,0
611,0,3,male,28.0,0,0,SOTON/O.Q. 3101305,7.05,S,0,1
612,1,3,female,28.0,1,0,367230,15.5,Q,1,0
613,0,3,male,28.0,0,0,370377,7.75,Q,0,1
614,0,3,male,35.0,0,0,364512,8.05,S,0,1
615,1,2,female,24.0,1,2,220845,65.0,S,3,0
616,0,3,male,34.0,1,1,347080,14.4,S,2,0
617,0,3,female,26.0,1,0,A/5. 3336,16.1,S,1,0
618,1,2,female,4.0,2,1,230136,39.0,S,3,0
619,0,2,male,26.0,0,0,31028,10.5,S,0,1
620,0,3,male,27.0,1,0,2659,14.4542,C,1,0
621,1,1,male,42.0,1,0,11753,52.5542,S,1,0
622,1,3,male,20.0,1,1,2653,15.7417,C,2,0
623,0,3,male,21.0,0,0,350029,7.8542,S,0,1
624,0,3,male,21.0,0,0,54636,16.1,S,0,1
625,0,1,male,61.0,0,0,36963,32.3208,S,0,1
626,0,2,male,57.0,0,0,219533,12.35,Q,0,1
627,1,1,female,21.0,0,0,13502,77.9583,S,0,1
628,0,3,male,26.0,0,0,349224,7.8958,S,0,1
629,0,3,male,28.0,0,0,334912,7.7333,Q,0,1
630,1,1,male,80.0,0,0,27042,30.0,S,0,1
631,0,3,male,51.0,0,0,347743,7.0542,S,0,1
632,1,1,male,32.0,0,0,13214,30.5,C,0,1
633,0,1,male,28.0,0,0,112052,0.0,S,0,1
634,0,3,female,9.0,3,2,347088,27.9,S,5,0
635,1,2,female,28.0,0,0,237668,13.0,S,0,1
636,0,3,male,32.0,0,0,STON/O 2. 3101292,7.925,S,0,1
637,0,2,male,31.0,1,1,C.A. 31921,26.25,S,2,0
638,0,3,female,41.0,0,5,3101295,39.6875,S,5,0
639,0,3,male,28.0,1,0,376564,16.1,S,1,0
640,0,3,male,20.0,0,0,350050,7.8542,S,0,1
641,1,1,female,24.0,0,0,PC 17477,69.3,C,0,1
642,0,3,female,2.0,3,2,347088,27.9,S,5,0
643,1,3,male,28.0,0,0,1601,56.4958,S,0,1
644,1,3,female,0.75,2,1,2666,19.2583,C,3,0
645,1,1,male,48.0,1,0,PC 17572,76.7292,C,1,0
646,0,3,male,19.0,0,0,349231,7.8958,S,0,1
647,1,1,male,56.0,0,0,13213,35.5,C,0,1
648,0,3,male,28.0,0,0,S.O./P.P. 751,7.55,S,0,1
649,1,3,female,23.0,0,0,CA. 2314,7.55,S,0,1
650,0,3,male,28.0,0,0,349221,7.8958,S,0,1
651,1,2,female,18.0,0,1,231919,23.0,S,1,0
652,0,3,male,21.0,0,0,8475,8.4333,S,0,1
653,1,3,female,28.0,0,0,330919,7.8292,Q,0,1
654,0,3,female,18.0,0,0,365226,6.75,Q,0,1
655,0,2,male,24.0,2,0,S.O.C. 14879,73.5,S,2,0
656,0,3,male,28.0,0,0,349223,7.8958,S,0,1
657,0,3,female,32.0,1,1,364849,15.5,Q,2,0
658,0,2,male,23.0,0,0,29751,13.0,S,0,1
659,0,1,male,58.0,0,2,35273,113.275,C,2,0
660,1,1,male,50.0,2,0,PC 17611,133.65,S,2,0
661,0,3,male,40.0,0,0,2623,7.225,C,0,1
662,0,1,male,47.0,0,0,5727,25.5875,S,0,1
663,0,3,male,36.0,0,0,349210,7.4958,S,0,1
664,1,3,male,20.0,1,0,STON/O 2. 3101285,7.925,S,1,0
665,0,2,male,32.0,2,0,S.O.C. 14879,73.5,S,2,0
666,0,2,male,25.0,0,0,234686,13.0,S,0,1
667,0,3,male,28.0,0,0,312993,7.775,S,0,1
668,0,3,male,43.0,0,0,A/5 3536,8.05,S,0,1
669,1,1,female,28.0,1,0,19996,52.0,S,1,0
670,1,2,female,40.0,1,1,29750,39.0,S,2,0
671,0,1,male,31.0,1,0,F.C. 12750,52.0,S,1,0
672,0,2,male,70.0,0,0,C.A. 24580,10.5,S,0,1
673,1,2,male,31.0,0,0,244270,13.0,S,0,1
674,0,2,male,28.0,0,0,239856,0.0,S,0,1
675,0,3,male,18.0,0,0,349912,7.775,S,0,1
676,0,3,male,24.5,0,0,342826,8.05,S,0,1
677,1,3,female,18.0,0,0,4138,9.8417,S,0,1
678,0,3,female,43.0,1,6,CA 2144,46.9,S,7,0
679,1,1,male,36.0,0,1,PC 17755,512.3292,C,1,0
680,0,3,female,28.0,0,0,330935,8.1375,Q,0,1
681,1,1,male,27.0,0,0,PC 17572,76.7292,C,0,1
682,0,3,male,20.0,0,0,6563,9.225,S,0,1
683,0,3,male,14.0,5,2,CA 2144,46.9,S,7,0
684,0,2,male,60.0,1,1,29750,39.0,S,2,0
685,0,2,male,25.0,1,2,SC/Paris 2123,41.5792,C,3,0
686,0,3,male,14.0,4,1,3101295,39.6875,S,5,0
687,0,3,male,19.0,0,0,349228,10.1708,S,0,1
688,0,3,male,18.0,0,0,350036,7.7958,S,0,1
689,1,1,female,15.0,0,1,24160,211.3375,S,1,0
690,1,1,male,31.0,1,0,17474,57.0,S,1,0
691,1,3,female,4.0,0,1,349256,13.4167,C,1,0
692,1,3,male,28.0,0,0,1601,56.4958,S,0,1
693,0,3,male,25.0,0,0,2672,7.225,C,0,1
694,0,1,male,60.0,0,0,113800,26.55,S,0,1
695,0,2,male,52.0,0,0,248731,13.5,S,0,1
696,0,3,male,44.0,0,0,363592,8.05,S,0,1
697,1,3,female,28.0,0,0,35852,7.7333,Q,0,1
698,0,1,male,49.0,1,1,17421,110.8833,C,2,0
699,0,3,male,42.0,0,0,348121,7.65,S,0,1
700,1,1,female,18.0,1,0,PC 17757,227.525,C,1,0
701,1,1,male,35.0,0,0,PC 17475,26.2875,S,0,1
702,0,3,female,18.0,0,1,2691,14.4542,C,1,0
703,0,3,male,25.0,0,0,36864,7.7417,Q,0,1
704,0,3,male,26.0,1,0,350025,7.8542,S,1,0
705,0,2,male,39.0,0,0,250655,26.0,S,0,1
706,1,2,female,45.0,0,0,223596,13.5,S,0,1
707,1,1,male,42.0,0,0,PC 17476,26.2875,S,0,1
708,1,1,female,22.0,0,0,113781,151.55,S,0,1
709,1,3,male,28.0,1,1,2661,15.2458,C,2,0
710,1,1,female,24.0,0,0,PC 17482,49.5042,C,0,1
711,0,1,male,28.0,0,0,113028,26.55,S,0,1
712,1,1,male,48.0,1,0,19996,52.0,S,1,0
713,0,3,male,29.0,0,0,7545,9.4833,S,0,1
714,0,2,male,52.0,0,0,250647,13.0,S,0,1
715,0,3,male,19.0,0,0,348124,7.65,S,0,1
716,1,1,female,38.0,0,0,PC 17757,227.525,C,0,1
717,1,2,female,27.0,0,0,34218,10.5,S,0,1
718,0,3,male,28.0,0,0,36568,15.5,Q,0,1
719,0,3,male,33.0,0,0,347062,7.775,S,0,1
720,1,2,female,6.0,0,1,248727,33.0,S,1,0
721,0,3,male,17.0,1,0,350048,7.0542,S,1,0
722,0,2,male,34.0,0,0,12233,13.0,S,0,1
723,0,2,male,50.0,0,0,250643,13.0,S,0,1
724,1,1,male,27.0,1,0,113806,53.1,S,1,0
725,0,3,male,20.0,0,0,315094,8.6625,S,0,1
726,1,2,female,30.0,3,0,31027,21.0,S,3,0
727,1,3,female,28.0,0,0,36866,7.7375,Q,0,1
728,0,2,male,25.0,1,0,236853,26.0,S,1,0
729,0,3,female,25.0,1,0,STON/O2. 3101271,7.925,S,1,0
730,1,1,female,29.0,0,0,24160,211.3375,S,0,1
731,0,3,male,11.0,0,0,2699,18.7875,C,0,1
732,0,2,male,28.0,0,0,239855,0.0,S,0,1
733,0,2,male,23.0,0,0,28425,13.0,S,0,1
734,0,2,male,23.0,0,0,233639,13.0,S,0,1
735,0,3,male,28.5,0,0,54636,16.1,S,0,1
736,0,3,female,48.0,1,3,W./C. 6608,34.375,S,4,0
737,1,1,male,35.0,0,0,PC 17755,512.3292,C,0,1
738,0,3,male,28.0,0,0,349201,7.8958,S,0,1
739,0,3,male,28.0,0,0,349218,7.8958,S,0,1
740,1,1,male,28.0,0,0,16988,30.0,S,0,1
741,0,1,male,36.0,1,0,19877,78.85,S,1,0
742,1,1,female,21.0,2,2,PC 17608,262.375,C,4,0
743,0,3,male,24.0,1,0,376566,16.1,S,1,0
744,1,3,male,31.0,0,0,STON/O 2. 3101288,7.925,S,0,1
745,0,1,male,70.0,1,1,WE/P 5735,71.0,S,2,0
746,0,3,male,16.0,1,1,C.A. 2673,20.25,S,2,0
747,1,2,female,30.0,0,0,250648,13.0,S,0,1
748,0,1,male,19.0,1,0,113773,53.1,S,1,0
749,0,3,male,31.0,0,0,335097,7.75,Q,0,1
750,1,2,female,4.0,1,1,29103,23.0,S,2,0
751,1,3,male,6.0,0,1,392096,12.475,S,1,0
752,0,3,male,33.0,0,0,345780,9.5,S,0,1
753,0,3,male,23.0,0,0,349204,7.8958,S,0,1
754,1,2,female,48.0,1,2,220845,65.0,S,3,0
755,1,2,male,0.67,1,1,250649,14.5,S,2,0
756,0,3,male,28.0,0,0,350042,7.7958,S,0,1
757,0,2,male,18.0,0,0,29108,11.5,S,0,1
758,0,3,male,34.0,0,0,363294,8.05,S,0,1
759,1,1,female,33.0,0,0,110152,86.5,S,0,1
760,0,3,male,28.0,0,0,358585,14.5,S,0,1
761,0,3,male,41.0,0,0,SOTON/O2 3101272,7.125,S,0,1
762,1,3,male,20.0,0,0,2663,7.2292,C,0,1
763,1,1,female,36.0,1,2,113760,120.0,S,3,0
764,0,3,male,16.0,0,0,347074,7.775,S,0,1
765,1,1,female,51.0,1,0,13502,77.9583,S,1,0
766,0,1,male,28.0,0,0,112379,39.6,C,0,1
767,0,3,female,30.5,0,0,364850,7.75,Q,0,1
768,0,3,male,28.0,1,0,371110,24.15,Q,1,0
769,0,3,male,32.0,0,0,8471,8.3625,S,0,1
770,0,3,male,24.0,0,0,345781,9.5,S,0,1
771,0,3,male,48.0,0,0,350047,7.8542,S,0,1
772,0,2,female,57.0,0,0,S.O./P.P. 3,10.5,S,0,1
773,0,3,male,28.0,0,0,2674,7.225,C,0,1
774,1,2,female,54.0,1,3,29105,23.0,S,4,0
775,0,3,male,18.0,0,0,347078,7.75,S,0,1
776,0,3,male,28.0,0,0,383121,7.75,Q,0,1
777,1,3,female,5.0,0,0,364516,12.475,S,0,1
778,0,3,male,28.0,0,0,36865,7.7375,Q,0,1
779,1,1,female,43.0,0,1,24160,211.3375,S,1,0
780,1,3,female,13.0,0,0,2687,7.2292,C,0,1
781,1,1,female,17.0,1,0,17474,57.0,S,1,0
782,0,1,male,29.0,0,0,113501,30.0,S,0,1
783,0,3,male,28.0,1,2,W./C. 6607,23.45,S,3,0
784,0,3,male,25.0,0,0,SOTON/O.Q. 3101312,7.05,S,0,1
785,0,3,male,25.0,0,0,374887,7.25,S,0,1
786,1,3,female,18.0,0,0,3101265,7.4958,S,0,1
787,0,3,male,8.0,4,1,382652,29.125,Q,5,0
788,1,3,male,1.0,1,2,C.A. 2315,20.575,S,3,0
789,0,1,male,46.0,0,0,PC 17593,79.2,C,0,1
790,0,3,male,28.0,0,0,12460,7.75,Q,0,1
791,0,2,male,16.0,0,0,239865,26.0,S,0,1
792,0,3,female,28.0,8,2,CA. 2343,69.55,S,10,0
793,0,1,male,28.0,0,0,PC 17600,30.6958,C,0,1
794,0,3,male,25.0,0,0,349203,7.8958,S,0,1
795,0,2,male,39.0,0,0,28213,13.0,S,0,1
796,1,1,female,49.0,0,0,17465,25.9292,S,0,1
797,1,3,female,31.0,0,0,349244,8.6833,S,0,1
798,0,3,male,30.0,0,0,2685,7.2292,C,0,1
799,0,3,female,30.0,1,1,345773,24.15,S,2,0
800,0,2,male,34.0,0,0,250647,13.0,S,0,1
801,1,2,female,31.0,1,1,C.A. 31921,26.25,S,2,0
802,1,1,male,11.0,1,2,113760,120.0,S,3,0
803,1,3,male,0.42,0,1,2625,8.5167,C,1,0
804,1,3,male,27.0,0,0,347089,6.975,S,0,1
805,0,3,male,31.0,0,0,347063,7.775,S,0,1
806,0,1,male,39.0,0,0,112050,0.0,S,0,1
807,0,3,female,18.0,0,0,347087,7.775,S,0,1
808,0,2,male,39.0,0,0,248723,13.0,S,0,1
809,1,1,female,33.0,1,0,113806,53.1,S,1,0
810,0,3,male,26.0,0,0,3474,7.8875,S,0,1
811,0,3,male,39.0,0,0,A/4 48871,24.15,S,0,1
812,0,2,male,35.0,0,0,28206,10.5,S,0,1
813,0,3,female,6.0,4,2,347082,31.275,S,6,0
814,0,3,male,30.5,0,0,364499,8.05,S,0,1
815,0,1,male,28.0,0,0,112058,0.0,S,0,1
816,0,3,female,23.0,0,0,STON/O2. 3101290,7.925,S,0,1
817,0,2,male,31.0,1,1,S.C./PARIS 2079,37.0042,C,2,0
818,0,3,male,43.0,0,0,C 7075,6.45,S,0,1
819,0,3,male,10.0,3,2,347088,27.9,S,5,0
820,1,1,female,52.0,1,1,12749,93.5,S,2,0
821,1,3,male,27.0,0,0,315098,8.6625,S,0,1
822,0,1,male,38.0,0,0,19972,0.0,S,0,1
823,1,3,female,27.0,0,1,392096,12.475,S,1,0
824,0,3,male,2.0,4,1,3101295,39.6875,S,5,0
825,0,3,male,28.0,0,0,368323,6.95,Q,0,1
826,0,3,male,28.0,0,0,1601,56.4958,S,0,1
827,1,2,male,1.0,0,2,S.C./PARIS 2079,37.0042,C,2,0
828,1,3,male,28.0,0,0,367228,7.75,Q,0,1
829,1,1,female,62.0,0,0,113572,80.0,S,0,1
830,1,3,female,15.0,1,0,2659,14.4542,C,1,0
831,1,2,male,0.83,1,1,29106,18.75,S,2,0
832,0,3,male,28.0,0,0,2671,7.2292,C,0,1
833,0,3,male,23.0,0,0,347468,7.8542,S,0,1
834,0,3,male,18.0,0,0,2223,8.3,S,0,1
835,1,1,female,39.0,1,1,PC 17756,83.1583,C,2,0
836,0,3,male,21.0,0,0,315097,8.6625,S,0,1
837,0,3,male,28.0,0,0,392092,8.05,S,0,1
838,1,3,male,32.0,0,0,1601,56.4958,S,0,1
839,1,1,male,28.0,0,0,11774,29.7,C,0,1
840,0,3,male,20.0,0,0,SOTON/O2 3101287,7.925,S,0,1
841,0,2,male,16.0,0,0,S.O./P.P. 3,10.5,S,0,1
842,1,1,female,30.0,0,0,113798,31.0,C,0,1
843,0,3,male,34.5,0,0,2683,6.4375,C,0,1
844,0,3,male,17.0,0,0,315090,8.6625,S,0,1
845,0,3,male,42.0,0,0,C.A. 5547,7.55,S,0,1
846,0,3,male,28.0,8,2,CA. 2343,69.55,S,10,0
847,0,3,male,35.0,0,0,349213,7.8958,C,0,1
848,0,2,male,28.0,0,1,248727,33.0,S,1,0
849,1,1,female,28.0,1,0,17453,89.1042,C,1,0
850,0,3,male,4.0,4,2,347082,31.275,S,6,0
851,0,3,male,74.0,0,0,347060,7.775,S,0,1
852,0,3,female,9.0,1,1,2678,15.2458,C,2,0
853,1,1,female,16.0,0,1,PC 17592,39.4,S,1,0
854,0,2,female,44.0,1,0,244252,26.0,S,1,0
855,1,3,female,18.0,0,1,392091,9.35,S,1,0
856,1,1,female,45.0,1,1,36928,164.8667,S,2,0
857,1,1,male,51.0,0,0,113055,26.55,S,0,1
858,1,3,female,24.0,0,3,2666,19.2583,C,3,0
859,0,3,male,28.0,0,0,2629,7.2292,C,0,1
860,0,3,male,41.0,2,0,350026,14.1083,S,2,0
861,0,2,male,21.0,1,0,28134,11.5,S,1,0
862,1,1,female,48.0,0,0,17466,25.9292,S,0,1
863,0,3,female,28.0,8,2,CA. 2343,69.55,S,10,0
864,0,2,male,24.0,0,0,233866,13.0,S,0,1
865,1,2,female,42.0,0,0,236852,13.0,S,0,1
866,1,2,female,27.0,1,0,SC/PARIS 2149,13.8583,C,1,0
867,0,1,male,31.0,0,0,PC 17590,50.4958,S,0,1
868,0,3,male,28.0,0,0,345777,9.5,S,0,1
869,1,3,male,4.0,1,1,347742,11.1333,S,2,0
870,0,3,male,26.0,0,0,349248,7.8958,S,0,1
871,1,1,female,47.0,1,1,11751,52.5542,S,2,0
872,0,1,male,33.0,0,0,695,5.0,S,0,1
873,0,3,male,47.0,0,0,345765,9.0,S,0,1
874,1,2,female,28.0,1,0,P/PP 3381,24.0,C,1,0
875,1,3,female,15.0,0,0,2667,7.225,C,0,1
876,0,3,male,20.0,0,0,7534,9.8458,S,0,1
877,0,3,male,19.0,0,0,349212,7.8958,S,0,1
878,0,3,male,28.0,0,0,349217,7.8958,S,0,1
879,1,1,female,56.0,0,1,11767,83.1583,C,1,0
880,1,2,female,25.0,0,1,230433,26.0,S,1,0
881,0,3,male,33.0,0,0,349257,7.8958,S,0,1
882,0,3,female,22.0,0,0,7552,10.5167,S,0,1
883,0,2,male,28.0,0,0,C.A./SOTON 34068,10.5,S,0,1
884,0,3,male,25.0,0,0,SOTON/OQ 392076,7.05,S,0,1
885,0,3,female,39.0,0,5,382652,29.125,Q,5,0
886,0,2,male,27.0,0,0,211536,13.0,S,0,1
887,1,1,female,19.0,0,0,112053,30.0,S,0,1
888,0,3,female,28.0,1,2,W./C. 6607,23.45,S,3,0
889,1,1,male,26.0,0,0,111369,30.0,C,0,1
890,0,3,male,32.0,0,0,370376,7.75,Q,0,1
